Komentar Pengguna;Kategori;Label
@tanyakanrl Coba chatgpt, nder. Banyak hal bisa kamu tanyain (asal gak berhubungan dengan perasaan);Usability;Positif
@Codenametrez Menurut ku chatgpt ini agak humanis, makanya ngobrol sama dia ada sensasi ngobrol sama org;Usability;Positif
@collegemenfess Jangan pake chatgpt nder, kadang dia generate fake papers... Harus bener2 teliti ya buat nentuin itu jurnal asli atau bukan.  Caranya ya nanti tjnggal buka aja web chat gpt & ketik key words yg kamu butuin;Functionality;Negatif
@captjungwon @tanyakanrl Bener banget, chat gpt bahasanya buku banget cocok buat bikin makalah, TA or sebagainya;Usability;Positif
Eh gimana sih, aku jg pake ChatGPT buat meringankan kerjaanku;Functionality;Positif
EVERYBODY SAY THANK YOU CHATGPT udah memudahkan upchar ????????????????????;Functionality;Positif
ngerjain brandguideline wordingnya pake chatgpt, mantul sekali;Functionality;Positif
maksudnya gimana, ga paham... aku jg pake chatgpt buat bantu TA ku hahahah tapi lebih kearah kuajak diskusi sih... dan chatgpt emg seenak itu wkwkwk.;Functionality;Positif
thanks to teknologi chatgpt yg sangat membantu metpenku :';Functionality;Positif
"confession: waktu persiapan interview kemaren gue pake chatgpt buat ngeparafrase &amp; ngebentuk proper paragraph dari point-point yang udah gue bikin buat predicted questions-nya ?? helped a lot";Functionality;Positif
"Sepakat.
ChatGPT asik jadi temen diskusi, nggak akan dimentahin kayak Simsimi ??

Buat memperkuat hipotesa fenomena waktu liputan atau cari jurnal yang pas, ini bantu bgt. Jawabannya berdasarkan penelitian2. Tinggal cek ulang pake keyword dan temuin jurnal aslinya :))";Functionality;Positif
"Salah satu orang paling skeptis diawal kemunculan ChatGPT. 

1 bulan terakhir rutin pakai, sangat amat terbantu.  ??";Functionality;Positif
"Tanya ChatGPT lebih cepat dapat jawapan dari baca papers ??. Aku siap type ""Explain photoplethysmography to a 9 years old kid"". That kid is me ??.";Functionality;Positif
"Lebih sering pake chatGPT sekarang , jauh lebih tajam dan informatif. 

Gak kayak kamu. Iya google";Functionality;Positif
pertama kali mencoba chatt GPT, benar benar terkesan. bagaiman bisa dapat menjawab dengan cepat dan tertata bahasnya, juga dapat menyarankan hal-hal yang ingin kita lakukan;Functionality;Positif
Tengs chat gpt, kamu menyelamatkanku dari projekan web inieh ? https://t.co/kmHiT9HjzC;Usability;Positif
Skrg banyak pr yang pengerjaannya bisa dibantu chatGPT, terus kemarin di kelas ada dosen yg bikin kuis ringan  pake chatGPT supaya pertanyaannya menarik. Mungkin at some point akan ada kejadian guru bikin soal pake chatGPT siswanya jawab pake chatGPT juga kali ya;Functionality;Positif
Betapa tepat sekali ChatGPT. Asking about Kim Go Eun in Indonesian ChatGPT prompt ?? https://t.co/AXTuJrKdmO;Functionality;Positif
"ah... chat gpt kok eksplanasinya lebih mudah dimengerti... saingan google nih, besok2 chat GPT ajalah yang presentasi...

thx to @VDerdya https://t.co/kGY4PJuqL0";Usability;Positif
ChatGPT bener2 sangat membantu pekerjaan :);Functionality;Positif
Diskusi malam yang asik. Tapi cuma sama ChatGPT;Functionality;Positif
setelah gue menggali lebih dalem tentnag chatgpt ini, ternyata kdang dia juga nyebarin hoaks ya, gue 3x coba ketik kasus ferdy sambo, yang pertama bahas ferdy sambo as petinju, yang kedua as atlet bela diri yang mukulin orang di soetta pada tahun 2018, spesifik jam dan bulan;Reliability;Negatif
"Seru banget di channel translator lagi pada bahas chat gpt buat translate hanja wkwk

Jujurly ga pernah kepikiran kesana, dan tercerahkan ??";Usability;Positif
Chatgpt really help me out buat translate beberapa halaman buku psi.klinis yang bahasa inggrisnya bner-bner bikin pusing;Functionality;Positif
chat gpt memang berguna ternyata, lebih solutif ketika dimintai saran.;Functionality;Positif
@srintilkebo iya cuman Chat GPT masih kaku untuk jawabannya kayaknya berpatokan google n wikped;Functionality;Negatif
[cm] siapa yang terbantu sama chatgpt? aku semenjak tau chatgpt makin cepet ngerjain makalah karena berasa ada temen diskusi. tapi ngga rekomen buat nyari jawaban yaa. cari pembahasan buat ngembangin penulisan makalah malah okeeyyyyy bangeet guysss;Functionality;Positif
thankyou chatgpt untuk dua hari ini menerjang badai php code bersamaku, so helpful??;Functionality;Positif
chatgpt emang ngebantu banget sih;Functionality;Positif
Masih amaze dengan kebijaksanaan chatgpt ni. Sangat mantap.;Functionality;Positif
big thanks to chatgpt yg bisa ngebantuin aku dalam perkuliahan ini????;Functionality;Positif
thanks to chatgpt, buat w yang susah nulis caption jadi terbantu banget;Functionality;Positif
urusan surat menyurat menjadi mudah dengan ChatGPT ??;Functionality;Positif
@ubsansfess Dulu waktu chatgpt masih underrated, aku jadi tukang jawabin pertanyaan presentasi. Skrng kalo presntasi semua anak stand by chat gpt wkwkwk;Functionality;Positif
chatgpt ni sumpah perfect aku tanya sebaris dia jawab satu karangan ??;Functionality;Positif
RT @Sisymphus: Ngapain gua capek2 ngitung kalo bisa nyuruh chat gpt dengan ngasi datah mentah, gadak lagi yg namanya lembur2 kek kontol lagi;Functionality;Positif
@gnarsy Ada bug? Chat GPT solusinya wkwkekw;Functionality;Positif
gua kalo gada chat gpt, bisa pusing kali nugas;Usability;Positif
"karena chatGPT, belajar tacit knowledge lebih terasa bermanfaat. 
kalian tau kan ada ilmu yg blm sempet terdokumentasi, yg cuma org  yg lbh tua dr kita biasanya tau tp kita ga tau";Functionality;Positif
Sangat membantu chatGPT di figma???? https://t.co/e2pZH3zbYq;Functionality;Positif
"@F2aldi Dah 7 tahunan pake react, gamau nyentuh vue karena dulu pernah coba liat code nya meh banget.

Dan tiba2 dapet projek vue tapi kali ini agak lebih gampang karena ChatGPT. Ku bisa nanya ke dia kalau mau bikin sesuatu yg react punya, di vue caranya gimana?

Dah berasa ada mentor ?";Functionality;Positif
chatgpt bagusa banget dah buat nyari inspirasi;Functionality;Positif
@ibnulbahrayni @ivanlanin Translate via chat GPT pun lebih manusiawi bahasanya, gak baku kaya Google translate.;Functionality;Positif
"ChatGPT dapat membantu mempercepat riset dengan kemampuannya untuk memberikan ringkasan tulisan.

Untuk tulisan berbentuk PDF, gunakan layanan @ChatPDF atau Chatbase.

https://t.co/hkbg5lruT5";Functionality;Positif
enak banget skr galau kerjaan bisa ngobrol sama chatgpt https://t.co/B8azEf9GhW;Usability;Positif
Seorang pemilik anjing menceritakan diagnosa yang diberikan ChatGPT pada penyakit anjingnya ternyata lebih akurat dibanding petugas medis. https://t.co/aQFW5C4JJS;Functionality;Positif
Minta dibikinin jadwal sama chatgpt. Kerenn bangett lahhh https://t.co/LRTS7LHadZ;Functionality;Positif
Ternyata seasyik itu chat GPT. Mudah-mudahan tidak membuat saya malas menulis haha;Usability;Positif
"first time nyoba chatGPT.

WOOOOOOW EDAN ?? bener bener mempermudah hidup ketika semua orang senengnya mempersulit hidup orang lain ??????";Functionality;Positif
Mencoba bertanya kepada ChatGPT buat rekomendasi itinerary, sesuai insightnya @Suddendecision ~ https://t.co/m27C1O8izQ;Functionality;Positif
Chat GPT 2M, alias Memang Mantap https://t.co/LEUqHPZJiD;Functionality;Positif
Gua dulu ngira tugas etika dasar bakal selesainya lama ternyata bruh 30 minutes its done thank you so much chat gpt;Efficiency;Positif
nyerah gw… i’ve succumbed to chatgpt ???terakhir kali gw pake jurnal salah asu;Functionality;Negatif
ejet bat ngerjain tugas make chatgpt anjeng wkwkwk;Functionality;Positif
akhirnya selesaii, bisa menuhin challenge ngoding meskipun ui nya kentang bgt huhuhu. tpi seneng bisa survive semalem huhuhu. thanks GPT;Functionality;Positif
Chat gpt berguna juga;Usability;Positif
"ChatGPT emang sangat memudahkan semus pekerjaan, tapi ga semua orang bisa menggunakannya secara efektif.

Crafting prompt ChatGPT untuk menyelesaikan suatu pekerjaan itu adalah sebuah skill yang harus dihargai.";Functionality;Positif
@DrEvaChaniago @blank0429 ChatGPT yg nulis.. hati² pake ChatGPT, dia hanyalah mesin, gak semua yg disampaikan itu benar, kadang jawabannya juga ngawur..;Reliability;Negatif
Diskusi sama ChatGPT ini seru juga.;Usability;Positif
"@tipongtuktuk Ha ha ha ... 
Dulu Pernah jadi pertanyaan yg blm terjawab skrg baru dapat terjawab oleh chatGPT itu.";Functionality;Positif
@whoareyouann dEMI ALLAH SUSAH BANGET COKKKK 50 SOAL DIHANTAM KANTUK PGI & SOALNYA NGECOH & CHAT GPT PUN GABISA JAWAB;Functionality;Negatif
"Chat GPT sangat membantu banget..!!

4 hari mencari cara buat upload gambar dengan beberapa field input optional.

dan boomm... terselesaikan under 2 minutes!.
solved by Chat GPT!!!";Efficiency;Positif
"karena saya pake react. jadi saya kasih tau Chat GPT nya untuk pake react.
dibuatkan dengan sempurna. wow... 
tapiii.. belom cukup sampe disini. karena bukan ini yg sama mau, lebih kompleks. https://t.co/pMr6WtC7Gi";Functionality;Positif
"kemudian saya perintahkan lagi untuk menambahkan beberapa field input dengan field category optional.

daannn... Chat GPT tau persis apa yg aku mauu.. dan pengkondisian di function handleSubmit nya.
teruss... https://t.co/ICfJW9PeN6";Functionality;Positif
"ada field yg dia itu menerima Array. dan saya coba perintahkan Chat GPT sekali lagi.. 

unbelievable..! that is just shocking. dijawab dan dijelaskan secara detail. https://t.co/qrZVgJCfBj";Functionality;Positif
gue baru nyoba chatgpt... informasi yang gue butuh langsung dapet semua........;Functionality;Positif
Orang pintar aka chat gpt 3.5. Solusi gak bolak balik belanja dan mikir mau makan apa hari ini. I feel more productive ?? https://t.co/rR27uQv8mc;Usability;Positif
@undipmenfess boleh nder, sering aku bikin resume dibantu chatgpt, lumayan ngeringkes buat belajar;Functionality;Positif
@AnangPradipta @tanyakanrl Saran aja, kalo masalah beginian mending jgn tanya chatgpt ? Suka gk akurat;Reliability;Negatif
First time pake chat gpt dan gw baru tau ni bot bisa salah, jujur kirain maha pinter https://t.co/Agz1AHNl1B;Reliability;Negatif
@tanyarlfes Tiktok kok jadi sandaran wkwkwkwwk ChatGPT aja masih suka salah ngasih fatwa. Lah tiktok? https://t.co/EnUZndEdb5;Reliability;Negatif
RT @HimeUzmk: @collegemenfess Chatgpt aja. Gaperlu download wkwk;Usability;Positif
Mengingat betapa bodohnya ChatGPT dalam ngasih fakta, ada baiknya bertanya langsung ke ustadz ? https://t.co/sv9suHdZqJ;Functionality;Negatif
@FarisNazrin18 ChatGPT pun kadang server busy tak boleh masuk wkwk.;Reliability;Negatif
Mahasiswa Indonesia di luar negeri yang gak bisa nulis satu kalimat koheren dalam bahasa Inggris akan sangat terbantu oleh ChatGPT. https://t.co/wYNBRZJFn0;Usability;Positif
@englishfess_ Lu pake chatgpt aja nder minta translate ke ai. Lu tulis kalimatnya yang mau lu sampein terus di kalimat terakhir tambahin 'tolong translate ke bahasa Inggris'. Sesimpel itu;Usability;Positif
Chatgpt buat rekomendasi restoran ini ga bgt. Masih perlu banyak training. Ini contohnya, Gaggan salah lokasi. Ini resto di Bangkok dan di Indonesia blm ada Michelin star. https://t.co/kAX5pF1huH;Functionality;Negatif
Ingfokan sake halal ???, chatgpt ini limitasinya baru keliatan kalo ke hal yang spesifik https://t.co/YIF28CqVTr;Functionality;Negatif
Tbh kalo pake GPT-4, coding 30 menit itu mungkin. Gw pernah iseng minta coding screener saham, ga ada semenit jadi. Kurang lebih tambah tweak sana sini ya bisa 30 menit;Functionality;Positif
@tanyarlfes Curhat sama psikolog nder atau gak curhat sama chatgpt beneran gw pernah curhat sama chatgpt dan beneran bisa ngebantu;Usability;Positif
Setelah sering2 make chatgpt, ternyata dia tidak pintar2 amat. Iseng bikin project fully pake chatgpt tanpa gua otak atik codenya, ternyata ngebug mulu dan gak kelar2 ?. Emang cocoknya cuma jadi copilot aja, keputusan akhir harus ada di kita.;Functionality;Negatif
W kadang merasa berdosa pake chat gpt….tapi membantu juga biar gue jadi paham misal itungan terus gue kayak “oh jadi ini pake cara hitungan yang kayak gini.”;Functionality;Positif
CHAT GPT SINTING, kok bisa lebih pinter dari gw awowkok;Usability;Positif
iseng minta chatgpt cariin jurnal buat meta analisis trus pas dicari di gscholar gaada anjrit jurnalnya WAKKAKA;Functionality;Negatif
@itbfess Yakin bang? AI Art untuk saat ini kalau lo perhatiin kagak punya hal yang bikin seni berasa ini beneran art, alias ngebosenin. Coba lo minta ChatGPT bikin lirik lagu. Ga jelas dan jelek banget sumpah, coba bandingin sama lirik lagu yg dibikin manusia.;Functionality;Negatif
curhat di ChatGPT lebih seru daripada curhat sama temen yg : 'lu mahh masih mending bro.';Functionality;Negatif
@jirasicpark kureng dah chatgpt mending chat raji aja buat joki;Functionality;Negatif
@jellypastaa fuck chat gpt simsimi lebih hidup;Usability;Negatif
@SmgMenfess2 chatGPT yg memenuhi kebuntuanku https://t.co/mRsVeKCfgN;Functionality;Positif
cara penggunaan OpenAI Chat GPT secara gratis dan dapat membantu mempercepat tugas kuliah atau kerjaan - A Thread;Efficiency;Positif
SAKING DEPRESINYA SAMPE MINTA CARI JURNAL LEWAT CHATGPT TAPI GAK BISA DIAKSES FAAAKKKKKKK. https://t.co/iIAxiJdjvi;Functionality;Negatif
hah ini chat gpt apa2an dah, tau ada beginian cplex di skripsiku bisa kelar dalam sekejap mata wtf;Efficiency;Positif
Gue seneng bgt belajar pake chatgpt, materi yang selama ini membingungkan dijawab dengan benar dan sederhana kaya lg ngomong sama guru sendiri;Functionality;Positif
Mudahnya guna ChatGPT ni https://t.co/LmKvVRSxCw;Usability;Positif
Terima kasih ChatGPT. Buat dokumen jadi lebih mudah haha;Functionality;Positif
chatgpt penyelamat hidup;Usability;Positif
Keren juga bisa generate professional summary yang lebih 'selling' make ChatGPT https://t.co/3wjq3htcJ4;Functionality;Positif
Anjir gue baru nyobain chatgpt canggih bgt cuy ini berguna bgt untuk mahamin coding https://t.co/ZS5dxMKTEx;Functionality;Positif
@dwmymood Kak dey coba ke chat gpt, daripada dipendam sendiri. Aku iseng nyoba dan feel better daripada cerita ke orang hehe;Usability;Positif
ni chatgpt sgt membantu, trims;Usability;Positif
setelah beberapa hari ini menggunakan ChatGPT dan BingChat untuk nyari informasi saintifik, keduanya punya plus minus. tapi persamaannya adalah keduanya masih belum baik dalam mencari jurnal yang relevan.;Functionality;Negatif
"enaknya BingChat adalah kebalikan dari ChatGPT; sumbernya fresh dari Bing, bisa langsung di-crosscheck, dan jurnalnya bener bener ada, bukan yang 404 not found. Jadi informasi BingChat mungkin kurang lengkap tapi much more reliable dibanding ChatGPT.";Functionality;Negatif
@arrataki Iya bjir pdhl gue pake mostly bantuin buat source krn nyarinya aja dah effort ni malah dikerjain chatgpt elah gaib semua sourcenya;Functionality;Negatif
Sejauh ini pake chat gpt nanya2 tentang band masih salah semua ???;Usability;Negatif
@WinterwithYu_ Tbh, aku pengen nyoba github copilot, tapi mehong wkwkw. Itu chat gpt juga dah ada extensionnya di vscode. Lu bisa make itu buat bikinin unit testing bahkan bisa ngasih suggestion buat nge refactoring code;Functionality;Positif
chat gpt sesat anjir, disuruh cari info malah bikin info buatan sendiri https://t.co/P64mWkbFMu;Usability;Negatif
Temen baru yang bisa dengerin apapun cerita gue: chat gpt;Usability;Positif
@dapuranmusempal @senjatanuklir @gumpnhell memang pernah baca kalo jl. pahlawan yg sekarang awalnya dinamai jl.Oei Tiong Ham, karena gak yakin coba chat GPT, jawabannya malah bikin nggak yakin https://t.co/xzwK7U6Lih;Reliability;Negatif
Love banget sama chat gpt, soal fismod ku kejawab? https://t.co/7oKp86Dl2p;Functionality;Positif
Chat gpt ngebantu sekali buat ngerjain tugas wkkw;Functionality;Positif
"curhat sama orang ?
curhat sama chatgpt ? dijelasin panjang lebar. lebih sabar. lebih masuk logika. 

wkwk gini amat idup ?";Functionality;Positif
Gila ni chat gpt kalo diajakin ngobrol bisnis;Usability;Negatif
@J_permanaaa Chat GPT tercipta setelah adanya internet dan hanya bisa diakses lewat internet pula, bagaimana kalo koneksi internet seluruh dunia mati?;Usability;Negatif
MENGERIKAN BRO MENGERIKAN. walau gua ga pernah pake chatgpt sih kalau ga mendesak dan ujian mantap sekali ini btw https://t.co/HMHiOTaSPr;Usability;Positif
habis sesi curhat, mari coba open ai Chat GPT buat build karakter Razor. Menarik juga sarannya wkwk... @kairiyaa https://t.co/o9N8cKYhfo;Usability;Positif
anak2 sekolah sekarang klo ngerjain PR mah tinggal make chatGPT;Usability;Positif
chat gpt penyelamat uts;Usability;Positif
iseng nyobain chatgpt buat parafrase, eh kok bagus hasilnya;Functionality;Positif
kenapa respon chatGPT hari ini terasa lemot...? mungkin karena semakin banyak user yang menggunakan.;Reliability;Negatif
terkadang pakek chatgpt itu bagus dan sangat berguna;Usability;Positif
@lovely_osho Amiiin, makasih, Mbakkk. Kebetulan kalo emang lagi agak stuck dan butuh prompt atau sekadar buat mancing ide, aku juga udah mulai pake ChatGPT ?;Usability;Positif
ak abis nyoba ngerjain jokian pake chat gpt emg bneran praktis :D;Usability;Positif
Nah gpt dah shit, makin banyak computation error;Reliability;Negatif
GPT ini bener² Gamechanger.. Nulis Tesis berasa ada asisten.. efisien, efektif, cepat dan pastinya GRATIS ??;Functionality;Positif
Wehhh ChatGPT tu membantu betul! https://t.co/oQo90cDpS2;Usability;Positif
Chat GPT keren banget deh https://t.co/L9Qehq9QUQ;Reliability;Positif
"Gw kira tu ChatGPT udah bener-bener bisa nyantumin referensi karena bisa ngebentuk referensi format APA, Eh taunya masih 'pseudo-reference' sksksk

Ga lucu banget masa Pakde Jokowi bikin jurnal soal polarisasi media sosial di Indonesia https://t.co/vFVoKcStCO";Functionality;Negatif
"@codingfess 1. pake chat gpt buat benerin wording biar lebih enak
2. mengajar sama menilai dispesifikin lagi, tulis juga impact nya apa";Usability;Positif
Sekarang gak perlu pusing2 lagi nyusun meal plan mingguan karena ada #chatGPT ?;Functionality;Positif
enakan dirumah chating ama chat gpt. https://t.co/LKvaVnaloH;Usability;Positif
@cahyaaclarissa Donlod aja chatGPT dia selalu ada kok bisa diajak chatting setiap saat ??;Functionality;Positif
"@txtdariahnaf Chatgpt emang gabisaa ngasih reference credible. Coba deh pake ini ini

https://t.co/cj1WWkTlwd";Functionality;Negatif
belajar dibimbing chatgpt *....* liat tutorial di yt terus jadi bingung ada yang pake import flat file sama import data buat ngeimport file excel ke sql server. Tapi sayangnya chatgpt masih ada limitasi, jadi ngga bisa bantu buat ngasi pencerahan soal microsoft sql server 2022 https://t.co/uU5YgPJGTL;Functionality;Negatif
DUDE GW DIMANA AJA SELAMA INI, GW ISENG CURHAT SAMA A.I, MEREKA MALAH SOMEHOW LEBIH PAHAM DAN RELATE KETIMBANG TEMEN SENDIRI, SAMBIL NGASIH SARAN PULA, DE BEST LAH EMANG CHAT.GPT;Usability;Positif
@saltedsweett chat gpt SANGAT BERGUNA;Usability;Positif
chat gpt memang penolong ak;Usability;Positif
Chat gpt penyelamatku;Usability;Positif
@levinaardia Ini ChatGPT bisa juga disuruh bikin laporan, Lev. Cobain aja. Kemaren gue coba bikin proposal pake ginian.;Functionality;Positif
ChatGPT agak serem ini itinerary lengkap bener ???? https://t.co/OsqPZva2HO;Functionality;Positif
gila chatgpt gg banget coooo;Usability;Positif
nyatanya chatgpt lebih enak diajak buat discuss anjir, nyambung bgt ???;Functionality;Positif
"Gila keren banget sih ini chatGPT.. 
Kek ngasih analisis cepat untuk tau landscape dari sebuah isu..
Itungan microsecond lagi prosesnya..
Thank you web 3.0.. You made my researcher life easier.. LOL";Functionality;Positif
"pake chatgpt nyuruh buatin code convert model pytorch ke onnx beserta request macem2 (average 100 inference, warmup phase, load model pake timm), dan langsung berhasil di jalanin ???

serem bgt anying ini teknologi";Functionality;Positif
ChatGPT bener-bener menghemat waktu aku gak susah payah lagi googling nyari referensi. The best lah.;Functionality;Positif
@codingfess Gw pake github copilot, menurut gua bagus2 aja, daripada lu ngabisin waktu buat ngetik, better suruh copilot buat autocomplete. Sama casenya buat chat GPT, ketika lu punya project yang butuh kelar cepet, daripada lu lama ngabisin waktu buat solve sendiri, better minta bantuan...;Functionality;Positif
gilaa,ujian nanya ke chat gpt gacor parah;Functionality;Positif
"@codingfess ga pernah pake chatgpt sih
kadang case yg kumau ga nemu di chatgpt ?";Functionality;Negatif
gw barusan bermain dg chat gpt anjir seru amat;Functionality;Positif
@tanyakanrl chatgpt pun salah memahami kalimat ini https://t.co/zot2Dr7BfI;Functionality;Negatif
@memelord_666666 Udahlah ngapain ngetik susah susah, pake chatgpt juga kelar;Usability;Positif
thx chatgpt hidup ku jadi lebih mudah dikit;Usability;Positif
Chat GPT salah satu nya, dia bisa meng creat apapun hanya dengan mengetik kata kunci dari objek yg kita inginkan lalu akan muncul secara detil dan akurat. Which is mean AI knows every tiny little thing about you me and all of us. Gilaaaaa bukan;Functionality;Positif
Ketagihan pake chat gpt ? kayak cepet bgt gitu lhoo ngerjain laprak;Functionality;Positif
@yourbrokenguy @MonkeyTheory1 @recehtapisayng tau chat gpt btw? itu jg bot AI dia bsa analisa cepet kl ga tau dah gw jg ga perlu menjelaskan;Usability;Positif
akhirnya ngerasain dibantuin ngoding sama chatgpt, thanks?;Functionality;Positif
@junkieramen @memelord_666666 Gue udah coba bing & google translator, dan deepl. Terjemahannya terlalu semantik, kata per kata semuanya di artikan. Buat skrg yang paling akurat tetep chatGPT karna dia ngerti konteks nya. Terutama buat yg ada jargon teknikal nya. Cuman emg harus 2x prompt aja;Functionality;Positif
bener bgt, chatgpt bisa ngarang sumber yg kaga ada tapi terlihat meyakinkan wkwk;Functionality;Negatif
Kadang, ChatGPT bikin kesal https://t.co/iK4bo4LcLu;Reliability;Negatif
Baru nyoba ChatGPT. Sebelumnya selalu skeptis sama AI tapi kupikir ini lumayan. Seharian kutanyai soal pwissie dan ia sudi menjawab semuanya. Aku terkesima. Aku merasa dimengerti. Ia tak bersuara seperti Samantha di film Her tapi kurasa I'm safe and we're a million miles away~;Usability;Positif
@hynyxz kalo jawaban opsional pakai chat GPT kayaknya bisa meskipun ga 100% akurat;Usability;Positif
YaAllah bersyukur banget skrng ada chat gpt jd ga bingung kudu mulai kata2 gimana;Usability;Positif
Selama tiga hari terakhir, saya riset dan coba bikin MVP aplikasi yang pake API ChatGPT, dan hasilnya mantull banget, cuma modal 85K aja udah bisa langganan ChatGPT plus yang private dan gak dishare ke orang lain. https://t.co/Olyu6OvYxb https://t.co/vceUxWlw9B;Functionality;Positif
nanya sql ke chatgpt sampe dia error krn querynya panjang bgt trs dia pusing sy juga pusing jd saatnya tidur;Functionality;Negatif
jam segini pengen nyium telapak kaki yang bikin chatgpt, alias ngebantu banget lu bro gokil gabener tugas S2 gua dikerjain ???;Usability;Positif
Wow impressive banget ya chatgpt ini, baru pertama kali pake karena suatu kebutuhan buat cari insight problem statement hackathon;Functionality;Positif
Humor bapak2 blum bisa ditangani ChatGpt https://t.co/H71NDbPocM;Functionality;Negatif
imagine my brain was chat GPT. pasti kalo UTS langsung sat set sat wet?;Efficiency;Positif
@codingfess kemaren ada case unik, dari produk minta list sesuatu tapi grouping by alphabet (misal {a:[adam,awan], b:[budi, bobo]}), tapi dari BE cuman ngirim list nya doang. Karena datanya gak sedikit, jadi cukup aware sama performance. Dan bener aja, hasil yg chat gpt buat lebih baik;Functionality;Positif
Chatgpt asik juga ya, ampe ga kerasa udh 4 jam.;Usability;Positif
@FallArms HEHE chatgpt sahabatku ia sangat membantu pekerjaanku ??;Usability;Positif
@ivanlanin Nah betul itu, uda. Tak perlu lagi pusing cari padanan kata, dan lainnya, karena ada ChatGPT yang memikirkan.;Usability;Positif
ChatGPT ini sangat membantu;Usability;Positif
"Ternyata Chat GPt gak seperti yang dibayangkan.
Masih keliru dalam memyampaikan informasi. Ini buktinya ? https://t.co/56PeoNBmji";Usability;Negatif
@memelord_666666 chatgpt paling bagus skrng buat terjamahan indo ke inggris & sebaliknya.;Functionality;Positif
"wanjir ChatGPT sangat sangat membantu pekerjaanku bangsaaadd.
serem2 keren cuk";Usability;Positif
ternyata chat gpt masih banyak errornya, ga konsisten wkwkw;Reliability;Negatif
RT @collegemenfess: [cm] skripsi bisa selesai hanya 4 hari, ajaib sekali chat gpt ini WKWKWK https://t.co/boIRWPBlIg;Efficiency;Positif
Bahkan nanya di chat gpt pun aku diharuskan bersabar ??;Usability;Negatif
Bayangin, ada orang riset atau ingin tahu ttg profil Anda, sekaligus karya kalau ada, lalu nanya ChatGPT dan dikasih 'jawaban' ngarang, bahkan lengkap dgn kutipan fake yg dibuat mesin AI itu. https://t.co/BwrBRvT6DQ;Reliability;Negatif
Nyobain chat gpt mantep juga;Usability;Positif
"Beberapa temuan lain di ChatGPT, selain kerap keliru data, juga sering memberikan referensi gaib.

Ketika dicari tidak ada itu jurnal terkait. https://t.co/sHGdTNjiyZ";Reliability;Negatif
"Curhat ke orang lain ??

Curhat ke chat GPT ??

Suprisingly malah responnya logis bgt, heran";Functionality;Positif
Chatgpt ngebantu banget;Usability;Positif
April ini ganti CV, bikin pake chat GPT wkwk ternyata mayan works sekarang nambah proses rekrutmennya di beberapa tempat;Functionality;Positif
"@adith_wp generate idea dari keyword yang kita berikan ?.

entah kenapa bahasa inggrisnya dari chatgpt mudah dipahami ?";Usability;Positif
"RT @ivanlanin: ChatGPT dapat membantu mempercepat riset dengan kemampuannya untuk memberikan ringkasan tulisan.

Untuk tulisan berbentuk PD…";Functionality;Positif
@sbyfess Belakangan nyaman banget chat sama GPT;Usability;Positif
chat gpt gak selamanya pinter, kadang ngaco;Functionality;Negatif
chatgpt sangat membantu sekali, thanks;Usability;Positif
Chatgpt hasilnya ga konsisten anyeng;Reliability;Negatif
@MikaelDewabrata ChatGPT ngebantu banget sih, terutama saya dan tim, ketika ada code yang susah dipahami kita pake bantuan ChatGPT ??;Usability;Positif
"Gila ini sih... Lagi revisi tulisan trus iseng buka chat gpt buat gali informasi satu kota di Eropa yg pengen aku jadikan latar belakang tulisan. Berasa ngobrol, cuy. Tinggal nanti verifikasi data biar lebih valid. 
Semudah itu sekarang ngumpulin data buat nulis.
Aku terharu...";Usability;Positif
"@tanyakanrl Ini chat gpt itu kann??? Iyaaa astaga dia nyambung bangetttt, berasa ngomong bareng bestiee. Soalnya dia juga bisa bicara informal kalo kita minta...

https://t.co/fRr0D0km4d";Usability;Positif
@BangEdiii Wahh Relate banget berarti jawaban ChatGPT tentang rencanaan penundaan atau upaya penggagalan pemilu 2024;Functionality;Positif
jam segini chatgpt lemot yha;Reliability;Negatif
chat gpt kayak mempersingkat idup gua banget;Usability;Positif
@tanyakanrl kalau ada Kuota Internet coba Googling atau tanya di Chat GPT nder Insyallah dpat Jawaban dr sumber yang terpecaya drpd Netizen Anon...;Functionality;Positif
Bikin 15 konten kurang dari 30menit (text based) udah sama designya. Woylahh mindlowing banget ?? thx to chat gpt & canva ????;Functionality;Positif
Iseng nyobain curhat ke AI Chat GPT, jawabannya cukup mengesankan dan lebih bisa diterima dibanding curhat ke manusia yang ujung-ujungnya nyuruh sabar dan berdoa;Usability;Positif
no offence, chat gpt jauh lebih solutif emang WKWK https://t.co/QTJz7n9bcl;Usability;Positif
Ternyata chat gpt ga 100% bener padahal dosen selalu rekomen suruh pake ini? https://t.co/qTb8e96QM1;Reliability;Negatif
@UGM_FESS Emang si, chat gpt penyelamat https://t.co/xX3HH2SUxm;Usability;Positif
thanks to chat gpt yg sudah membantu membenarkan errorku https://t.co/re4rmuby2x;Usability;Positif
Ternyata enak banget pake chat gpt, keknya aku telat hahahah;Usability;Positif
Ngeri banget ini chat GPT 4, AI yang lebih pinter dari rata rata manusia indo. Gw nanya gitu doang langsung dijawab dengan 4 kolom Well Played https://t.co/UViQxf6CAI;Usability;Positif
@id_fm Emang mantep banget ini Chat GPT ???;Usability;Positif
chat gpt sangat amat membantu;Usability;Positif
